"key","en","vi"
"primis_ogre_mines_lost_bretheren.questLore[1]","In the confusion I got separated from my &aBrother&f in the &dMines&f, and I fear for his safety!","Trong lúc hỗn loạn, tôi bị tách khỏi &aAnh Trai&f của mình trong &dMỏ&f, và tôi lo cho sự an toàn của anh ấy!"
"primis_ogre_mines_lost_bretheren.questLore[2]","He's a bit of an eccentric man, very dedicated to mining.","Ông ấy hơi lập dị một chút, nhưng rất tận tâm với việc khai mỏ."
"primis_ogre_mines_lost_bretheren.questLore[3]","You'll know if you've seen him!","Bạn sẽ biết nếu đã thấy hắn rồi."
"primis_ogre_mines_lost_bretheren.questLore[4]","Please bring him back up here, or at the very least tell me if he is safe.","Hãy đưa hắn quay trở lại đây, hoặc ít nhất hãy cho tôi biết hắn có an toàn."
"primis_ogre_mines_lost_bretheren.questLore[5]","I'll make it worth your trouble!","Tôi sẽ khiến công sức của bạn đáng giá!"
"primis_ogre_mines_lucky_pickaxe.lore[0]","&aLucky, but useless.","&aLucky, but useless."
"primis_ogre_mines_lucky_pickaxe.name","&eLucky Pickaxe","&eLucky Pickaxe"
"primis_ogre_mines_mite.name","$normalLevel &fMine Mite","$normalLevel &fMine Mite"
"primis_ogre_mines_ogre_archer.name","$minibossLevel &fOgre Archer","$minibossLevel &fOgre Archer"
"primis_ogre_mines_ogre_magi.name","$minibossLevel &fOgre Magi","$minibossLevel &fOgre Magi"
"primis_ogre_mines_ogre_warrior.name","$minibossLevel &fOgre Warrior","$minibossLevel &fOgre Warrior"
"primis_ogre_mines_old_miner.dialog[0]","I've got a task for you!","Tôi có một nhiệm vụ cho bạn!"
"primis_ogre_mines_old_miner.dialog[1]","I need your help!","Tôi cần sự giúp đỡ của bạn!"
"primis_ogre_mines_old_miner.farewell[0]","Off you go!","Đi đi!"
"primis_ogre_mines_old_miner.farewell[1]","Don't let the mine mites bite!","Đừng để bọ mỏ cắn nhé!"
"primis_ogre_mines_old_miner.farewell[2]","Stay safe!","Giữ an toàn nhé!"
"primis_ogre_mines_old_miner.greetings[0]","Hey there sonny!","Chào cậu nhóc!"
"primis_ogre_mines_old_miner.greetings[1]","You're lookin' a little lost!","Bạn trông có vẻ hơi lạc lối!"
"primis_ogre_mines_old_miner.greetings[2]","What brings you over here?","Điều gì đã đưa bạn đến đây?"
"primis_ogre_mines_old_miner.name","&cVetus Fossores","&cVetus Fossores"
"primis_ogre_mines_old_miner.role","&c<Old Miner>","&c<Old Miner>"
"primis_ogre_mines_old_miner_quest.name","&2Lucky Pickaxe","&2Lucky Pickaxe"
"primis_ogre_mines_old_miner_quest.questAcceptDialog[0]","&a[Vetus Fossores]&f That &cOgre&f shouldn't be far! You can find him in the cave to the right, before the collapsed area.","&a[Vetus Fossores]&f &cOgre&f đó không còn xa đâu! Bạn có thể tìm hắn trong hang bên phải, trước khu vực sập."
"primis_ogre_mines_old_miner_quest.questAcceptDialog[1]","He should have the &ePickaxe&f, &cOgres&f love shiny things after all!","Hắn hẳn đang giữ &eCái Cuốc&f, dù sao thì bọn &cOgres&f cũng mê đồ sáng bóng!"
"primis_ogre_mines_old_miner_quest.questAcceptDialog[2]","&7&oI should defeat the &cOgre Chief&f.","&7&oTôi nên đánh bại &cOgre Chief&f."
"primis_ogre_mines_old_miner_quest.questCompleteMessage[0]","&aa[Vetus Fossores]&f You got my lucky pick? Excellent!","&aa[Vetus Fossores]&f Bạn có lấy cuốc may mắn của tôi chưa? Tuyệt vời!"
"primis_ogre_mines_old_miner_quest.questCompleteMessage[1]","Heres your reward!","Đây là phần thưởng của bạn!"
"primis_ogre_mines_old_miner_quest.questLore[0]","We have ourselves a bit of a pickle!","Mình đã có một chút rắc rối!"
"primis_ogre_mines_old_miner_quest.questLore[1]","As we were mining, we came across a mysterious cave full of monsters!","Khi đang đào thì chúng tôi đã gặp một cái hang bí ẩn đầy quái vật!"
"primis_ogre_mines_old_miner_quest.questLore[2]","I dropped my favorite &ePick-axe&f as I ran, I need your help to go get it!","T├┤i ─æ├ú ─æ├ính r╞íi chiß║┐c &ePick-axe&f y├¬u th├¡ch khi chß║íy, t├┤i cß║ºn anh gi├║p lß║Ñy lß║íi n├│!"
"primis_ogre_mines_old_miner_quest.questLore[3]","I'm sure the &cOgre Magi&f picked it up for himself.","Tôi chắc chắn &cOgre Magi&f đã nhặt nó cho riêng hắn."
"primis_ogre_mines_old_miner_quest.questLore[4]","Get my &eLucky Pickaxe&f back from that brute!","Lấy lại &eLucky Pickaxe&f của tôi từ tên cục súc đó!"
"primis_ogre_mines_old_miner_quest.questLore[5]","I've got some trinkets for you when you return.","Khi bạn quay lại, tôi có vài món đồ lặt vặt cho bạn."
"primis_ogre_mines_panicked_miner.dialog[0]","There's ogres everywhere!","Có ogre ở khắp mọi nơi!"
"primis_ogre_mines_panicked_miner.dialog[1]","Can you help us?","Bạn có thể giúp chúng tôi không?"
"primis_ogre_mines_panicked_miner.farewell[0]","Be careful!","Cẩn thận!"
"primis_ogre_mines_panicked_miner.greetings[0]","The mine is overrun!","Mỏ đã bị tràn ngập!"
"primis_ogre_mines_panicked_miner.name","&cMetus","&cMetus"
"primis_ogre_mines_panicked_miner.role","&c<Panicked Miner>","&c<Panicked Miner>"
"primis_ogre_mines_undead_archer.name","$normalLevel &fUndead Archer","$normalLevel &fUndead Archer"
"primis_ogre_mines_undead_swordsman.name","$normalLevel &fUndead Swordsman","$normalLevel &fUndead Swordsman"
"primis_ogre_mines_waterworks_chest_shield.lore[0]","&aIt's just a door.","&aNó chỉ là một cánh cửa."
"primis_ogre_mines_waterworks_chest_shield.name","&aSturdy Door","&aSturdy Door"
"primis_old_shield.lore[0]","&7An old relic from a more","&7Một cổ vật cũ từ thời kỳ"
"primis_old_shield.lore[1]","&7dangerous time. It might be","&7đáng sợ hơn. Nó có thể"
"primis_old_shield.lore[2]","&7able to be mended, though...","&7được vá lại, dù vậy..."
"primis_old_shield.name","&8Old Shield","&8Old Shield"
"primis_pirate_boots.lore[0]","&aThese have a few too many","&aNhững cái này có vài cái"
"primis_pirate_boots.lore[1]","&aholes to be useful.","&alỗ hơi quá nhiều để còn dùng được."
"primis_pirate_boots.name","&4Pirate's boots","&4Pirate's boots"
"primis_pirate_bow.lore[0]","&aNot quite a flintlock,","&aKhông phải hỏa súng flintlock,"
"primis_pirate_bow.lore[1]","&abut it will do!","&abut vậy vẫn dùng được!"
"primis_pirate_bow.name","&8Pirate's Bow","&8Pirate's Bow"
"primis_pirate_chestplate.lore[0]","&aBasically a t-shirt.","&aBasically a t-shirt."
"primis_pirate_chestplate.name","&4Pirate's Chestplate","&4Pirate's Chestplate"
"primis_pirate_drop_mace.lore[0]","&6Doubles as a club","&6Vừa như một chiếc gậy"
"primis_pirate_drop_mace.lore[1]","&6in a pinch.","&6khi cần."
"primis_pirate_drop_mace.name","&6Pirate's Belaying Pin","&6Pirate's Belaying Pin"
"primis_pirate_helmet.lore[0]","&aMissing an eye-patch.","&aThiếu một miếng bịt mắt."
"primis_pirate_helmet.name","&4Pirate's Helmet","&4Pirate's Helmet"
"primis_pirate_leggings.lore[0]","&aFeels like sea legs!","&aCảm giác chân thủy thủ!"
"primis_pirate_leggings.name","&4Pirate's leggings","&4Pirate's leggings"
"primis_pirate_sword.lore[0]","&aCurved and mean-looking.","&aUốn cong và trông dữ tợn."
"primis_pirate_sword.name","&4Pirate's sword","&4Pirate's sword"
"primis_pointis_groves_heirloom.lore[0]","&aThis is the second one of these that you retrieved.","&aĐây là thứ thứ hai trong số những món này mà bạn đã lấy lại."
"primis_pointis_groves_heirloom.name","&2Valuable Heirloom","&2Valuable Heirloom"
"primis_pointis_mille_chest_dirty_note.lore[0]","&fThere was a really cool sword","&fCó một thanh kiếm rất ngầu"
"primis_pointis_mille_chest_dirty_note.lore[1]","&fin here but it's gone now.","&fở đây nhưng giờ thì biến mất rồi."
"primis_pointis_mille_chest_dirty_note.name","Dirty Note","Mẩu Ghi Chú Bẩn"
"primis_pontis_beast_cod.name","$minibossLevel &dBeast Cod Furiosa","$minibossLevel &dBeast Cod Furiosa"
"primis_pontis_beast_crawler.name","$minibossLevel &dCrawler Beast Megdun","$minibossLevel &dCrawler Beast Megdun"
"primis_pontis_beast_horn.lore[0]","&fOn closer inspection the horn isn't","&fKhi quan sát kỹ hơn thì sừng không"
"primis_pontis_beast_horn.lore[1]","&fcovered in blood but seems to","&fđược phủ máu nhưng có vẻ"
"primis_pontis_beast_horn.lore[2]","&fbe made out of it.","&fđược làm từ nó."
"primis_pontis_beast_horn.lore[3]","&fThe crystallized blood is incredibly sharp.","&fMáu kết tinh cực sắc."
"primis_pontis_beast_horn.name","&2Blood Drenched Horn","&2Blood Drenched Horn"
"primis_pontis_beast_impaler.name","$minibossLevel &dImpaler Beast Uladzimir","$minibossLevel &dImpaler Beast Uladzimir"
"primis_pontis_beast_scale.lore[0]","&fThe scale is rock hard on the outside.","&fVảy rất cứng như đá bên ngoài."
"primis_pontis_beast_scale.lore[1]","&fThe inside is covered in","&fBên trong được bao phủ"
"primis_pontis_beast_scale.lore[2]","&ftoxic and acidic ooze.","&ftiếp xúc với một loại dịch axit độc."
"primis_pontis_beast_scale.name","&2Toxic Fish Scale","&2Toxic Fish Scale"
"primis_pontis_beast_silk.lore[0]","&fThe silk is radiating light and warmth.","&fTơ toả ra ánh sáng và hơi ấm."
"primis_pontis_beast_silk.name","&2Sun Soaked Silk","&2Sun Soaked Silk"
"primis_pontis_citizen_1.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_1.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_1.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_1.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_1.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_1.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_1.name","&7Agorastocles Gorgonius","&7Agorastocles Gorgonius"
"primis_pontis_citizen_1.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_10.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_10.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_10.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_10.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_10.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_10.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_10.name","&7Pardalisca Saunio","&7Pardalisca Saunio"
"primis_pontis_citizen_10.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_11.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_11.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_11.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_11.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_11.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_11.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_11.name","&7Sobersides Colias","&7Sobersides Colias"
"primis_pontis_citizen_11.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_12.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_12.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_12.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_12.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_12.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_12.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_12.name","&7Saturio Caepio","&7Saturio Caepio"
"primis_pontis_citizen_12.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_13.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_13.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_13.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_13.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_13.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_13.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_13.name","&7Chrysalus Trebonius","&7Chrysalus Trebonius"
"primis_pontis_citizen_13.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_14.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_14.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_14.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_14.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_14.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_14.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_14.name","&7Toxilus Micon","&7Toxilus Micon"
"primis_pontis_citizen_14.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_15.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_15.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_15.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_15.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_15.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_15.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_15.name","&7Phronesium Viridio","&7Phronesium Viridio"
"primis_pontis_citizen_15.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_16.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
"primis_pontis_citizen_16.dialog[1]","Where did you journey from?","Bạn đã du hành từ đâu đến?"
"primis_pontis_citizen_16.dialog[2]","You don't look like you're from around here...","Bạn trông không giống người ở quanh đây..."
"primis_pontis_citizen_16.dialog[3]","It's a great day today.","Hôm nay là một ngày tuyệt vời."
"primis_pontis_citizen_16.farewell[0]","See you around!","Hẹn gặp lại!"
"primis_pontis_citizen_16.farewell[1]","Farewell!","Tạm biệt!"
"primis_pontis_citizen_16.name","&7Aurelio Zoilus","&7Aurelio Zoilus"
"primis_pontis_citizen_16.role","&8Pontis Resident","&8Cư dân Pontis"
"primis_pontis_citizen_17.dialog[0]","Have you been to the observatory?","Bạn đã đến đài quan sát chưa?"
